citing_opinion_id,citation,antecedent_name,candidate_oids
14991,711 N.W.2d 606,,14481|14482|14483
14986,615 N.W.2d 533,,13218|13219
14986,703 N.W.2d 285,,14322|14323
14968,2007 ND 138,State v. Washington,14799|14800
14968,737 N.W.2d 382,,14799|14800
14965,2006 ND 142,DeMers v. DeMers,14541|14542
14965,717 N.W.2d 545,,14541|14542
14959,2007 ND 166,Interest of T.E.,14832|14833
14959,740 N.W.2d 100,,14832|14833
14959,744 N.W.2d 724,,14899|14900
14959,698 N.W.2d 474,,14267|14268
14958,2007 ND 166,Interest of T.E.,14832|14833
14958,740 N.W.2d 100,,14832|14833
14958,744 N.W.2d 724,,14899|14900
14958,698 N.W.2d 474,,14267|14268
15023,2002 ND 211,Estate of Glee-son,13708|13709
15023,655 N.W.2d 69,,13708|13709
15003,2002 ND 188,In re D.Q.,13686|13687
15003,653 N.W.2d 713,,13686|13687
15003,2001 ND 68,In re M.S.,13349|13350
15003,624 N.W.2d 678,,13349|13350
15003,2004 ND 25,In re J.P.,13951|13952
15003,674 N.W.2d 273,,13951|13952
15003,2005 ND 216,In re A.B.,14386|14387
15003,707 N.W.2d 75,,14386|14387
15003,2001 ND 59,In re A.L.,13338|13339
15003,623 N.W.2d 418,,13338|13339
15003,2003 ND 98,In re A.B.,13819|13820
15003,663 N.W.2d 625,,13819|13820
14942,744 N.W.2d 724,,14899|14900
14953,2005 ND 145,In re Estate of Richmond,14314|14315
14953,701 N.W.2d 897,,14314|14315
14928,2000 ND 203,Logan v. Bush,13290|13291
14928,621 N.W.2d 314,,13290|13291
14927,623 N.W.2d 418,,13338|13339
14927,1998 ND 129,Interest of L.F.,12709|12710
14927,580 N.W.2d 573,,12709|12710
14927,688 N.W.2d 384,,14125|14126
14926,623 N.W.2d 418,,13338|13339
14926,1998 ND 129,Interest of L.F.,12709|12710
14926,580 N.W.2d 573,,12709|12710
14926,688 N.W.2d 384,,14125|14126
14912,2002 ND 25,Interest of M.B.K.,13514|13515
14912,2006 ND 56,Matter of G.R.H.,14479|14480
14912,711 N.W.2d 587,,14479|14480
14912,639 N.W.2d 473,,13514|13515
14948,659 N.W.2d 864,,13768|13769
14947,703 N.W.2d 285,,14322|14323
14946,2006 ND 56,In re G.R.H.,14479|14480
14946,711 N.W.2d 587,,14479|14480
14914,2007 ND 37,In re R.W.S.,14708|14709
14914,728 N.W.2d 326,,14708|14709
14895,2003 ND 147,In re Guardianship of Shatzka,13872|13873
14895,669 N.W.2d 95,,13872|13873
14902,2006 ND 56,In re G.R.H.,14479|14480
14902,711 N.W.2d 587,,14479|14480
14900,2006 ND 56,In re G.R.H.,14479|14480
14900,711 N.W.2d 587,,14479|14480
14879,2006 ND 107,Disciplinary Bd. v. Chinquist,14517|14518
14879,714 N.W.2d 469,,14517|14518
14879,2000 ND 87,Disciplinary Bd. v. McDonald,13122|13123
14879,609 N.W.2d 418,,13122|13123
14878,2006 ND 107,Disciplinary Bd. v. Chinquist,14517|14518
14878,714 N.W.2d 469,,14517|14518
14878,2000 ND 87,Disciplinary Bd. v. McDonald,13122|13123
14878,609 N.W.2d 418,,13122|13123
14892,2004 ND 171,In re McGuire,14089|14090
14892,685 N.W.2d 748,,14089|14090
14888,2007 ND 62,In re D.M.,14738|14739
14888,730 N.W.2d 604,,14738|14739
14888,2001 ND 68,In re M.S.,13349|13350
14888,624 N.W.2d 678,,13349|13350
14888,2006 ND 19,In re M.B.,14410|14411
14888,709 N.W.2d 11,,14410|14411
14888,2001 ND 127,In re T.K.,13408|13409
14888,630 N.W.2d 38,,13408|13409
14886,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
14886,705 N.W.2d 257,,14359|14360
14919,692 N.W.2d 483,,14192|14193
14917,699 N.W.2d 839,,14274|14275
14917,704 N.W.2d 23,,14336|14337
14897,2006 ND 142,DeMers v. DeMers,14541|14542
14897,717 N.W.2d 545,,14541|14542
14853,698 N.W.2d 474,,14267|14268
14853,2001 ND 142,In re H.G.,13432|13433
14853,632 N.W.2d 458,,13432|13433
14853,2001 ND 203,In re D.P.,13479|13480
14853,636 N.W.2d 921,,13479|13480
14852,698 N.W.2d 474,,14267|14268
14852,2001 ND 142,In re H.G.,13432|13433
14852,632 N.W.2d 458,,13432|13433
14852,2001 ND 203,In re D.P.,13479|13480
14852,636 N.W.2d 921,,13479|13480
14851,654 N.W.2d 391,,13693|13694
14851,701 N.W.2d 863,,14306|14307
14857,735 N.W.2d 855,,14775|14776
14857,676 N.W.2d 776,,13976|13977
14857,2006 ND 56,Matter of G.R.H.,14479|14480
14857,711 N.W.2d 587,,14479|14480
14846,2007 ND 62,In re D.M.,14738|14739
14846,730 N.W.2d 604,,14738|14739
14860,2002 ND 191,In re F.R.S.,13676|13677
14860,653 N.W.2d 659,,13676|13677
14833,2006 ND 56,In re G.R.H.,14479|14480
14833,711 N.W.2d 587,,14479|14480
14833,717 N.W.2d 598,,14549|14550
14833,2005 ND 116,In re D.A.,14267|14268
14833,698 N.W.2d 474,,14267|14268
14832,2006 ND 56,In re G.R.H.,14479|14480
14832,711 N.W.2d 587,,14479|14480
14832,717 N.W.2d 598,,14549|14550
14832,2005 ND 116,In re D.A.,14267|14268
14832,698 N.W.2d 474,,14267|14268
14813,2005 ND 75,State v. North Dakota State Univ.,14223|14224
14813,694 N.W.2d 225,,14223|14224
14813,709 N.W.2d 21,,14412|14413|14414|14415|14416
14843,1998 ND 114,,12687|12688
14843,579 N.W.2d 212,,12687|12688
14838,703 N.W.2d 285,,14322|14323
14817,2007 ND 138,State v. Washington,14799|14800
14817,737 N.W.2d 382,,14799|14800
14809,2007 ND 37,In re R.W.S.,14708|14709
14809,728 N.W.2d 326,,14708|14709
14802,2006 ND 219,Guardianship of Thomas,14637|14638
14802,723 N.W.2d 384,,14637|14638
14802,2002 ND 211,Estate of Gleeson,13708|13709
14802,655 N.W.2d 69,,13708|13709
14796,2006 ND 142,DeMers v. DeMers,14541|14542
14796,717 N.W.2d 545,,14541|14542
14772,659 N.W.2d 864,,13768|13769
14776,2004 ND 138,In re T.T.,14051|14052
14776,681 N.W.2d 779,,14051|14052
14775,2004 ND 138,In re T.T.,14051|14052
14775,681 N.W.2d 779,,14051|14052
14773,2006 ND 56,In re G.R.H.,14479|14480
14773,711 N.W.2d 587,,14479|14480
14787,709 N.W.2d 21,,14412|14413|14414|14415|14416
14786,2007 ND 83,In re A.S.,14756|14757
14786,733 N.W.2d 232,,14756|14757
14786,2007 ND 62,In re D.M.,14738|14739
14786,730 N.W.2d 604,,14738|14739
14786,2004 ND 138,In re T.T.,14051|14052
14786,681 N.W.2d 779,,14051|14052
14786,2002 ND 164,In re K.S.,13657|13658
14786,652 N.W.2d 341,,13657|13658
14786,2006 ND 47,In re F.F.,14465|14466
14786,711 N.W.2d 144,,14465|14466
14786,2002 ND 178,Adoption of S.A.L.,13666|13667
14786,652 N.W.2d 912,,13666|13667
14785,2007 ND 83,In re A.S.,14756|14757
14785,733 N.W.2d 232,,14756|14757
14785,2007 ND 62,In re D.M.,14738|14739
14785,730 N.W.2d 604,,14738|14739
14785,2004 ND 138,In re T.T.,14051|14052
14785,681 N.W.2d 779,,14051|14052
14785,2002 ND 164,In re K.S.,13657|13658
14785,652 N.W.2d 341,,13657|13658
14785,2006 ND 47,In re F.F.,14465|14466
14785,711 N.W.2d 144,,14465|14466
14785,2002 ND 178,Adoption of S.AL.,13666|13667
14785,652 N.W.2d 912,,13666|13667
18635,711 N.W.2d 144,,14465|14466
14748,2000 ND 203,Logan v. Bush,13290|13291
14748,621 N.W.2d 314,,13290|13291
14768,632 N.W.2d 407,,13423|13424
14765,709 N.W.2d 21,,14412|14413|14414|14415|14416
14778,718 N.W.2d 2,,14559|14561
14759,720 N.W.2d 425,,14601|14602
14759,2003 ND 98,In re A.B.,13819|13820
14759,663 N.W.2d 625,,13819|13820
14757,709 N.W.2d 11,,14410|14411
14757,730 N.W.2d 604,,14738|14739
14757,701 N.W.2d 924,,14319|14320
14757,1998 ND 129,Interest of L.F.,12709|12710
14757,580 N.W.2d 573,,12709|12710
14757,602 N.W.2d 697,,13029|13030
14757,623 N.W.2d 418,,13338|13339
14756,709 N.W.2d 11,,14410|14411
14756,730 N.W.2d 604,,14738|14739
14756,701 N.W.2d 924,,14319|14320
14756,1998 ND 129,Interest of L.F.,12709|12710
14756,580 N.W.2d 573,,12709|12710
14756,602 N.W.2d 697,,13029|13030
14756,623 N.W.2d 418,,13338|13339
14752,1998 ND 13,State v. Esparza,9485|12623
14752,1999 ND 219,In re L.A.G.,13022|13023
14752,602 N.W.2d 516,,13022|13023
14764,730 N.W.2d 604,,14738|14739
14764,2002 ND 178,Adoption of S.A.L.,13666|13667
14764,652 N.W.2d 912,,13666|13667
14746,703 N.W.2d 285,,14322|14323
14712,618 N.W.2d 166,,13243|13244
14739,620 N.W.2d 175,,13281|13282
14739,709 N.W.2d 11,,14410|14411
14739,630 N.W.2d 38,,13408|13409
14739,701 N.W.2d 924,,14319|14320
14739,652 N.W.2d 341,,13657|13658
14738,620 N.W.2d 175,,13281|13282
14738,709 N.W.2d 11,,14410|14411
14738,630 N.W.2d 38,,13408|13409
14738,701 N.W.2d 924,,14319|14320
14738,652 N.W.2d 341,,13657|13658
14735,2006 ND 96,In re J.M.,14503|14504
14735,713 N.W.2d 518,,14503|14504
14735,2006 ND 56,In re G.R.H.,14479|14480
14735,711 N.W.2d 587,,14479|14480
14735,2002 ND 25,Interest of M.B.K.,13514|13515
14735,639 N.W.2d 473,,13514|13515
14709,708 N.W.2d 900,,14405|14406
14708,708 N.W.2d 900,,14405|14406
14743,618 N.W.2d 166,,13243|13244
14719,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
14719,705 N.W.2d 257,,14359|14360
14695,720 N.W.2d 425,,14601|14602
14694,2005 ND 106,Klindt v. Pembina County Water Res. Bd.,14256|14257
14694,697 N.W.2d 339,,14256|14257
18595,691 N.W.2d 193,,14161|14162
14703,720 N.W.2d 425,,14601|14602
14701,2002 ND 178,In re S.A.L.,13666|13667
14701,652 N.W.2d 912,,13666|13667
14691,704 N.W.2d 573,,14341|14342
14684,2006 ND 107,Disciplinary Bd. v. Chinquist,14517|14518
14684,714 N.W.2d 469,,14517|14518
14705,611 N.W.2d 875,,13176|13177
14667,2006 ND 107,In re Chinquist,14517|14518
14667,714 N.W.2d 469,,14517|14518
14667,2001 ND 210,In re Boulger,13492|13493
14667,637 N.W.2d 710,,13492|13493
14673,692 N.W.2d 483,,14192|14193
14671,671 N.W.2d 791,,13904|13905
14671,663 N.W.2d 197,,13816|13817
14671,649 N.W.2d 231,,13608|13609
14671,636 N.W.2d 921,,13479|13480
14671,594 N.W.2d 924,,12902|12903
14668,2006 ND 107,In re Chinquist,14517|14518
14668,714 N.W.2d 469,,14517|14518
14668,2001 ND 210,In re Boulger,13492|13493
14668,637 N.W.2d 710,,13492|13493
14690,709 N.W.2d 21,,14412|14413|14414|14415|14416
14652,667 N.W.2d 590,,13852|13853
14664,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
14664,705 N.W.2d 257,,14359|14360
14664,1999 ND 216,In re D.F.G.,13029|13030
14664,602 N.W.2d 697,,13029|13030
14664,1998 ND 129,In re L.F.,12709|12710
14664,580 N.W.2d 573,,12709|12710
14664,2000 ND 50,In re K.M.G.,13096|13097
14664,607 N.W.2d 248,,13096|13097
14650,2006 ND 146,,14555|14558
14650,718 N.W.2d 1,,14555|14558
14649,2006 ND 146,,14555|14558
14649,718 N.W.2d 1,,14555|14558
14647,2006 ND 107,In re Chinquist,14517|14518
14647,714 N.W.2d 469,,14517|14518
14647,2002 ND 9,In re Crary,13497|13498
14647,638 N.W.2d 23,,13497|13498
14647,2005 ND 87,In re Christensen,14239|14240
14647,696 N.W.2d 495,,14239|14240
14640,721 N.W.2d 50,,14621|14622
14640,698 N.W.2d 474,,14267|14268
14640,640 N.W.2d 733,,13546|13547
14640,706 N.W.2d 78,,14373|14374
14640,2005 ND 156,Interest of KG.,14334|14335
14640,703 N.W.2d 660,,14334|14335
14639,720 N.W.2d 425,,14601|14602
18560,691 N.W.2d 193,,14161|14162
14661,659 N.W.2d 864,,13768|13769
14629,709 N.W.2d 21,,14412|14413|14414|14415|14416
14620,720 N.W.2d 425,,14601|14602
14614,2005 ND 75,State v. North Dakota State Univ.,14223|14224
14614,694 N.W.2d 225,,14223|14224
14642,720 N.W.2d 425,,14601|14602
14635,618 N.W.2d 166,,13243|13244
14619,720 N.W.2d 425,,14601|14602
14619,2006 ND 56,In re G.R.H.,14479|14480
14619,711 N.W.2d 587,,14479|14480
14634,95 N.W. 442,,5975|5976
14633,688 N.W.2d 384,,14125|14126
14633,643 N.W.2d 699,,13570|13571
14633,630 N.W.2d 38,,13408|13409
14633,653 N.W.2d 713,,13686|13687
14633,708 N.W.2d 900,,14405|14406
14622,2006 ND 104,In re C.S.,14509|14510
14622,713 N.W.2d 542,,14509|14510
14621,2006 ND 104,C.S.,14509|14510
14621,713 N.W.2d 542,,14509|14510
14609,2005 ND 106,Klindt v. Pembina County Water Res. Bd.,14256|14257
14609,697 N.W.2d 339,,14256|14257
14627,2005 ND 33,In re Beckler,14192|14193
14627,692 N.W.2d 483,,14192|14193
14624,2005 ND 171,In re Hoffman,14348|14349
14624,704 N.W.2d 810,,14348|14349
14624,612 N.W.2d 278,,13188|13189|13190
14624,2006 ND 148,In re Korsmo,14570|14571
14624,718 N.W.2d 6,,14570|14571
14624,2002 ND 6,In re Swanson,13499|13500
14624,638 N.W.2d 240,,13499|13500
14576,2000 ND 174,In re E.T.,13234|13235
14576,617 N.W.2d 470,,13234|13235
14574,618 N.W.2d 166,,13243|13244
14568,709 N.W.2d 21,,14412|14413|14414|14415|14416
14566,708 N.W.2d 900,,14405|14406
14566,674 N.W.2d 273,,13951|13952
14566,1998 ND 15,In re R.D.B.,12628|12629
14566,575 N.W.2d 420,,12628|12629
14571,2005 ND 148,Disciplinary Bd. v. Korsmo,14325|14326
14571,703 N.W.2d 305,,14325|14326
14571,701 N.W.2d 873,,14309|14310
14570,2005 ND 148,Disciplinary Bd. v. Korsmo,14325|14326
14570,703 N.W.2d 305,,14325|14326
14570,701 N.W.2d 873,,14309|14310
14608,1999 ND 219,In re L.A.G.,13022|13023
14608,602 N.W.2d 516,,13022|13023
14557,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
14557,705 N.W.2d 257,,14359|14360
14540,617 N.W.2d 470,,13234|13235
14540,679 N.W.2d 257,,14007|14008
14537,620 N.W.2d 175,,13281|13282
14537,709 N.W.2d 11,,14410|14411
14537,643 N.W.2d 699,,13570|13571
14537,630 N.W.2d 38,,13408|13409
14537,653 N.W.2d 713,,13686|13687
14537,602 N.W.2d 697,,13029|13030
14552,632 N.W.2d 407,,13423|13424
14550,667 N.W.2d 641,,13860|13861
14550,638 N.W.2d 45,,13503|13504|13505
14550,621 N.W.2d 582,,13303|13304
14550,636 N.W.2d 921,,13479|13480
14550,649 N.W.2d 231,,13608|13609
14550,706 N.W.2d 78,,14373|14374
14549,667 N.W.2d 641,,13860|13861
14549,638 N.W.2d 45,,13503|13504|13505
14549,621 N.W.2d 582,,13303|13304
14549,636 N.W.2d 921,,13479|13480
14549,649 N.W.2d 231,,13608|13609
14549,706 N.W.2d 78,,14373|14374
14532,632 N.W.2d 407,,13423|13424
14515,701 N.W.2d 873,,14309|14310
14515,1999 ND 184,Disciplinary Bd. v. Dooley,12980|12981
14515,599 N.W.2d 619,,12980|12981
14515,1999 ND 110,Disciplinary Bd. v. Moe,12899|12900
14515,594 N.W.2d 317,,12899|12900
14515,1999 ND 205,Disciplinary Bd. v. Boughey,13020|13021
14515,602 N.W.2d 268,,13020|13021
14542,674 N.W.2d 505,,13956|13957
14541,674 N.W.2d 505,,13956|13957
14514,701 N.W.2d 873,,14309|14310
14514,1999 ND 184,Disciplinary Bd. v. Dooley,12980|12981
14514,599 N.W.2d 619,,12980|12981
14514,1999 ND 110,Disciplinary Bd. v. Moe,12899|12900
14514,594 N.W.2d 317,,12899|12900
14514,1999 ND 205,Disciplinary Bd. v. Boughey,13020|13021
14514,602 N.W.2d 268,,13020|13021
14508,636 N.W.2d 921,,13479|13480
14508,649 N.W.2d 231,,13608|13609
14508,706 N.W.2d 78,,14373|14374
14506,707 N.W.2d 75,,14386|14387
14506,2004 ND 8,In re W.O.,13931|13932
14506,673 N.W.2d 264,,13931|13932
14504,2006 ND 56,In the Matter of G.R.H.,14479|14480
14504,711 N.W.2d 587,,14479|14480
14504,708 N.W.2d 877,,14400|14401
14518,679 N.W.2d 257,,14007|14008
14518,2006 ND 13,Bd. v. Giese,14421|14422
14518,709 N.W.2d 717,,14421|14422
14518,701 N.W.2d 873,,14309|14310
14518,2005 ND 109,Disciplinary Bd. v. Edin,14261|14262
14518,697 N.W.2d 727,,14261|14262
14518,2003 ND 170,Disciplinary Bd. v. McKechnie,13896|13897
14518,670 N.W.2d 864,,13896|13897
14518,2002 ND 106,Imposing Lawyer Sanctions. Disciplinary Bd. v. Edwardson,13598|13599
14518,647 N.W.2d 126,,13598|13599
14517,679 N.W.2d 257,,14007|14008
14517,2006 ND 13,Bd. v. Giese,14421|14422
14517,709 N.W.2d 717,,14421|14422
14517,701 N.W.2d 873,,14309|14310
14517,2005 ND 109,Disciplinary Bd. v. Edin,14261|14262
14517,697 N.W.2d 727,,14261|14262
14517,2003 ND 170,Disciplinary Bd. v. McKechnie,13896|13897
14517,670 N.W.2d 864,,13896|13897
14517,2002 ND 106,Disciplinary Bd. v. Edwardson,13598|13599
14517,647 N.W.2d 126,,13598|13599
14490,669 N.W.2d 118,,13867|13868
14490,697 N.W.2d 727,,14261|14262
14480,676 N.W.2d 776,,13976|13977
14480,2002 ND 25,In the Interest of M.B.K.,13514|13515
14480,639 N.W.2d 473,,13514|13515
14480,704 N.W.2d 838,,14352|14353
14493,2004 ND 57,In re D.V.A.,13976|13977
14493,676 N.W.2d 776,,13976|13977
14493,2002 ND 25,In re M.B.K.,13514|13515
14493,639 N.W.2d 473,,13514|13515
14493,2006 ND 56,In re G.R.H.,14479|14480
14493,711 N.W.2d 587,,14479|14480
14503,2006 ND 56,In the Matter of G.R.H.,14479|14480
14503,711 N.W.2d 587,,14479|14480
14503,708 N.W.2d 877,,14400|14401
14488,583 N.W.2d 385,,12737|12738
14485,248 N.W. 268,,4393|4394
14392,670 N.W.2d 864,,13896|13897
14511,2006 ND 56,In re G.R.H.,14479|14480
14511,711 N.W.2d 587,,14479|14480
14499,632 N.W.2d 407,,13423|13424
14479,676 N.W.2d 776,,13976|13977
14479,2002 ND 25,In the Interest of M.B.K.,13514|13515
14479,639 N.W.2d 473,,13514|13515
14479,704 N.W.2d 838,,14352|14353
14478,674 N.W.2d 505,,13956|13957
14467,2005 ND 216,In re A.B.,14386|14387
14467,707 N.W.2d 75,,14386|14387
14467,2005 ND 180,L.C.V. v. D.E.G.,14359|14360
14467,705 N.W.2d 257,,14359|14360
14466,602 N.W.2d 697,,13029|13030
14466,681 N.W.2d 779,,14051|14052
14466,2002 ND 164,,13657|13658
14466,652 N.W.2d 341,,13657|13658
14466,2004 ND 142,In the Interest of T.J.L.,14065|14066
14466,682 N.W.2d 735,,14065|14066
14466,674 N.W.2d 273,,13951|13952
14465,602 N.W.2d 697,,13029|13030
14465,681 N.W.2d 779,,14051|14052
14465,2002 ND 164,,13657|13658
14465,652 N.W.2d 341,,13657|13658
14465,2004 ND 142,In the Interest of T.J.L.,14065|14066
14465,682 N.W.2d 735,,14065|14066
14465,674 N.W.2d 273,,13951|13952
14423,95 N.W. 442,,5975|5976
14451,2004 ND 57,D.V.A.,13976|13977
14451,676 N.W.2d 776,,13976|13977
14451,2002 ND 164,In re K.S.,13657|13658
14451,652 N.W.2d 341,,13657|13658
14460,2000 ND 203,Logan v. Bush,13290|13291
14460,621 N.W.2d 314,,13290|13291
14400,676 N.W.2d 776,,13976|13977
14400,2002 ND 25,Interest of M.B.K.,13514|13515
14400,639 N.W.2d 473,,13514|13515
14411,653 N.W.2d 713,,13686|13687
14411,643 N.W.2d 699,,13570|13571
14411,630 N.W.2d 38,,13408|13409
14411,1998 ND 181,Interest of A.S.,12763|12764
14411,584 N.W.2d 853,,12763|12764
14411,602 N.W.2d 697,,13029|13030
14410,653 N.W.2d 713,,13686|13687
14410,643 N.W.2d 699,,13570|13571
14410,630 N.W.2d 38,,13408|13409
14410,1998 ND 181,Interest of A.S.,12763|12764
14410,584 N.W.2d 853,,12763|12764
14410,602 N.W.2d 697,,13029|13030
14404,2000 ND 203,Logan v. Bush,13290|13291
14404,621 N.W.2d 314,,13290|13291
14404,612 N.W.2d 561,,13193|13194
14401,676 N.W.2d 776,,13976|13977
14401,2002 ND 25,Interest of M.B.K.,13514|13515
14401,639 N.W.2d 473,,13514|13515
14391,670 N.W.2d 864,,13896|13897
14388,649 N.W.2d 231,,13608|13609
14388,706 N.W.2d 78,,14373|14374
14406,701 N.W.2d 924,,14319|14320
14406,688 N.W.2d 384,,14125|14126
14406,630 N.W.2d 38,,13408|13409
14406,615 N.W.2d 511,,13213|13214
14406,602 N.W.2d 520,,13024|13025
14406,1998 ND 129,Interest of L.F.,12709|12710
14406,580 N.W.2d 573,,12709|12710
14405,701 N.W.2d 924,,14319|14320
14405,688 N.W.2d 384,,14125|14126
14405,630 N.W.2d 38,,13408|13409
14405,615 N.W.2d 511,,13213|13214
14405,602 N.W.2d 520,,13024|13025
14405,1998 ND 129,Interest of L.F.,12709|12710
14405,580 N.W.2d 573,,12709|12710
14379,2002 ND 211,In re Estate of Gleeson,13708|13709
14379,655 N.W.2d 69,,13708|13709
14353,2004 ND 57,In re D.V.A.,13976|13977
14353,676 N.W.2d 776,,13976|13977
14353,2002 ND 25,In re M.B.K.,13514|13515
14353,639 N.W.2d 473,,13514|13515
14352,2004 ND 57,In re D.V.A.,13976|13977
14352,676 N.W.2d 776,,13976|13977
14352,2002 ND 25,In re M.B.K.,13514|13515
14352,639 N.W.2d 473,,13514|13515
14358,2005 ND 75,State v. North Dakota State Univ.,14223|14224
14358,694 N.W.2d 225,,14223|14224
14347,673 N.W.2d 614,,13938|13939
14347,674 N.W.2d 1,,13949|13950
14346,673 N.W.2d 614,,13938|13939
14346,674 N.W.2d 1,,13949|13950
14365,2005 ND 145,In re Estate of Richmond,14314|14315
14365,701 N.W.2d 897,,14314|14315
14362,606 N.W.2d 108,,13076|13077
14381,606 N.W.2d 108,,13076|13077
14374,594 N.W.2d 924,,12902|12903
14374,703 N.W.2d 660,,14334|14335
14373,594 N.W.2d 924,,12902|12903
14373,2005 ND 156,Interest of KG.,14334|14335
14373,703 N.W.2d 660,,14334|14335
14334,623 N.W.2d 418,,13338|13339
14334,584 N.W.2d 853,,12763|12764
14333,670 N.W.2d 864,,13896|13897
14333,656 N.W.2d 661,,13722|13723
14332,670 N.W.2d 864,,13896|13897
14332,656 N.W.2d 661,,13722|13723
14351,2005 ND 39,,14186|14187
14351,692 N.W.2d 128,,14186|14187
14349,2003 ND 161,In re Hoffman,13888|13889
14349,670 N.W.2d 500,,13888|13889
14349,612 N.W.2d 278,,13188|13189|13190
14349,1997 ND 148,In re Montgomery,12483|12484
14349,566 N.W.2d 426,,12483|12484
14349,2002 ND 181,In re Garaas,13668|13669
14349,652 N.W.2d 918,,13668|13669
14348,2003 ND 161,In re Hoffman,13888|13889
14348,670 N.W.2d 500,,13888|13889
14348,612 N.W.2d 278,,13188|13189|13190
14348,1997 ND 148,In re Montgomery,12483|12484
14348,566 N.W.2d 426,,12483|12484
14348,2002 ND 181,In re Garaas,13668|13669
14348,652 N.W.2d 918,,13668|13669
14357,694 N.W.2d 225,,14223|14224
14357,650 N.W.2d 820,,13637|13638
14356,1997 ND 11,Matter of Estate of Brown,12365|12366
14356,559 N.W.2d 818,,12365|12366
14337,699 N.W.2d 839,,14274|14275
14336,699 N.W.2d 839,,14274|14275
14335,623 N.W.2d 418,,13338|13339
14335,1998 ND 181,Interest of A.S.,12763|12764
14335,584 N.W.2d 853,,12763|12764
14320,681 N.W.2d 779,,14051|14052
14320,688 N.W.2d 384,,14125|14126
14320,652 N.W.2d 341,,13657|13658
14320,636 N.W.2d 412,,13466|13467
14320,619 N.W.2d 494,,13254|13255
14320,624 N.W.2d 686,,13351|13352
14319,681 N.W.2d 779,,14051|14052
14319,688 N.W.2d 384,,14125|14126
14319,652 N.W.2d 341,,13657|13658
14319,636 N.W.2d 412,,13466|13467
14319,619 N.W.2d 494,,13254|13255
14319,624 N.W.2d 686,,13351|13352
14309,697 N.W.2d 727,,14261|14262
14309,602 N.W.2d 268,,13020|13021
14307,654 N.W.2d 391,,13693|13694
14306,654 N.W.2d 391,,13693|13694
14315,2005 ND 75,State v. North Dakota State Univ.,14223|14224
14315,694 N.W.2d 225,,14223|14224
14315,674 N.W.2d 1,,13949|13950
14314,2005 ND 75,State v. North Dakota State Univ.,14223|14224
14314,694 N.W.2d 225,,14223|14224
14314,674 N.W.2d 1,,13949|13950
14305,1998 ND 129,In re L.F.,12709|12710
14305,580 N.W.2d 573,,12709|12710
14272,632 N.W.2d 407,,13423|13424
14310,697 N.W.2d 727,,14261|14262
14310,602 N.W.2d 268,,13020|13021
14277,632 N.W.2d 458,,13432|13433
14260,694 N.W.2d 225,,14223|14224
14330,694 N.W.2d 225,,14223|14224
14330,674 N.W.2d 1,,13949|13950
14329,2000 ND 101,State ex rel. D.D. v. G.K.,13168|13169
14329,611 N.W.2d 179,,13168|13169
14329,607 N.W.2d 248,,13096|13097
14329,659 N.W.2d 864,,13768|13769
14328,2005 ND 75,State v. North Dakota State Univ.,14223|14224
14328,694 N.W.2d 225,,14223|14224
14268,640 N.W.2d 733,,13546|13547
14268,649 N.W.2d 231,,13608|13609
14267,640 N.W.2d 733,,13546|13547
14267,649 N.W.2d 231,,13608|13609
14265,692 N.W.2d 483,,14192|14193
14252,692 N.W.2d 905,,14198|14199
14252,636 N.W.2d 921,,13479|13480
14250,678 N.W.2d 757,,14004|14005
14249,678 N.W.2d 757,,14004|14005
14263,2005 ND 64,,14228|14230
14263,694 N.W.2d 8,,14228|14230
14263,2000 ND 203,Logan v. Bush,13290|13291
14263,621 N.W.2d 314,,13290|13291
14262,669 N.W.2d 118,,13867|13868
14262,670 N.W.2d 864,,13896|13897
14262,647 N.W.2d 126,,13598|13599
14262,2002 ND 155,Disciplinary Board v. Butz,13661|13662
14262,652 N.W.2d 358,,13661|13662
14261,669 N.W.2d 118,,13867|13868
14261,670 N.W.2d 864,,13896|13897
14261,647 N.W.2d 126,,13598|13599
14261,2002 ND 155,Disciplinary Board v. Butz,13661|13662
14261,652 N.W.2d 358,,13661|13662
14304,1998 ND 129,In re L.F.,12709|12710
14304,580 N.W.2d 573,,12709|12710
14257,677 N.W.2d 215,,13989|13990
14256,677 N.W.2d 215,,13989|13990
14255,632 N.W.2d 407,,13423|13424
14255,589 N.W.2d 201,,12808|12809
14235,2005 ND 33,In re Beckler,14192|14193
14235,692 N.W.2d 483,,14192|14193
14234,2003 ND 147,In re Guardianship of Shatzka,13872|13873
14234,669 N.W.2d 95,,13872|13873
14230,686 N.W.2d 107,,14092|14093
14228,686 N.W.2d 107,,14092|14093
14222,653 N.W.2d 869,,13691|13692
14222,2005 ND 39,In re D.P.O.,14186|14187
14222,692 N.W.2d 128,,14186|14187
14222,2000 ND 174,In re E.T.,13234|13235
14222,617 N.W.2d 470,,13234|13235
14222,2004 ND 8,In re W.O.,13931|13932
14222,673 N.W.2d 264,,13931|13932
14198,1999 ND 182,In re J.K.,12978|12979
14198,599 N.W.2d 337,,12978|12979
14198,649 N.W.2d 231,,13608|13609
14198,632 N.W.2d 458,,13432|13433
14198,636 N.W.2d 921,,13479|13480
